Date,Open,High,Low,Close,Adj Close,Volume
2023-10-03,13229.679688,13280.040039,13008.599609,13059.469727,13059.469727,4684310000.0
2023-10-04,13092.919922,13258.759766,13072.509766,13236.009766,13236.009766,4308070000.0
2023-10-05,13228.120117,13251.179688,13087.570313,13219.830078,13219.830078,4167470000.0
2023-10-06,13127.679688,13472.269531,13099.030273,13431.339844,13431.339844,4309420000.0
2023-10-07,13193.859701,13484.612955666667,13158.513671666668,13448.973307333334,13448.973307333334,4151590000.0
2023-10-08,13260.039714,13496.956380333333,13217.997070333333,13466.606770666667,13466.606770666667,3993760000.0
2023-10-09,13326.219727,13509.299805,13277.480469,13484.240234,13484.240234,3835930000.0
2023-10-10,13505.80957,13659.629883,13491.80957,13562.839844,13562.839844,4301350000.0
2023-10-11,13619.209961,13671.110352,13549.290039,13659.679688,13659.679688,4160440000.0
2023-10-12,13672.469727,13714.139648,13491.55957,13574.219727,13574.219727,4858620000.0
2023-10-13,13613.589844,13619.540039,13361.849609,13407.230469,13407.230469,4251550000.0
2023-10-14,13560.329752666667,13612.376627666667,13390.289713333334,13460.813802333334,13460.813802333334,4270596666.6666665
2023-10-15,13507.069661333333,13605.213216333334,13418.729817666666,13514.397135666666,13514.397135666666,4289643333.3333335
2023-10-16,13453.80957,13598.049805,13447.169922,13567.980469,13567.980469,4308690000.0
2023-10-17,13419.870117,13602.25,13364.740234,13533.75,13533.75,4417640000.0
2023-10-18,13439.679688,13499.740234,13275.299805,13314.299805,13314.299805,4617140000.0
2023-10-19,13354.799805,13404.730469,13157.330078,13186.179688,13186.179688,5014790000.0
2023-10-20,13157.769531,13177.349609,12977.429688,12983.80957,12983.80957,4622840000.0
2023-10-21,13082.129557,13165.972981666668,12934.563151333334,12995.316406,12995.316406,4638246666.666667
2023-10-22,13006.489583,13154.596354333333,12891.696614666667,13006.823242,13006.823242,4653653333.333333
2023-10-23,12930.849609,13143.219727,12848.830078,13018.330078,13018.330078,4669060000.0
2023-10-24,13084.990234,13170.389648,13022.849609,13139.870117,13139.870117,4604720000.0
2023-10-25,13039.860352,13042.519531,12804.299805,12821.219727,12821.219727,4599850000.0
2023-10-26,12768.969727,12818.139648,12543.860352,12595.610352,12595.610352,4894900000.0
2023-10-27,12718.69043,12772.429688,12600.570313,12643.009766,12643.009766,4172100000.0
2023-10-28,12729.283529,12795.939779,12630.900065333333,12691.833333666666,12691.833333666666,4164506666.6666665
2023-10-29,12739.876628,12819.44987,12661.229817666666,12740.656901333334,12740.656901333334,4156913333.3333335
2023-10-30,12750.469727,12842.959961,12691.55957,12789.480469,12789.480469,4149320000.0
2023-10-31,12786.620117,12859.400391,12697.040039,12851.240234,12851.240234,4315630000.0
2023-11-01,12887.05957,13072.419922,12875.200195,13061.469727,13061.469727,4545120000.0
2023-11-02,13230.490234,13302.179688,13177.639648,13294.19043,13294.19043,4962950000.0
2023-11-03,13362.849609,13520.280273,13344.730469,13478.280273,13478.280273,4918750000.0
2023-11-04,13413.259765333334,13530.726887666668,13375.150390666668,13491.780273,13491.780273,4727783333.333333
2023-11-05,13463.669921666668,13541.173502333333,13405.570312333333,13505.280273,13505.280273,4536816666.666667
2023-11-06,13514.080078,13551.620117,13435.990234,13518.780273,13518.780273,4345850000.0
2023-11-07,13555.790039,13675.459961,13516.55957,13639.860352,13639.860352,4354460000.0
2023-11-08,13660.219727,13684.870117,13573.580078,13650.410156,13650.410156,4685550000.0
2023-11-09,13693.700195,13697.820313,13506.019531,13521.450195,13521.450195,5313970000.0
2023-11-10,13571.19043,13802.530273,13556.349609,13798.110352,13798.110352,4722140000.0
2023-11-11,13629.446940333333,13803.390299333334,13600.159830333334,13787.986979333333,13787.986979333333,4597956666.666667
2023-11-12,13687.703450666668,13804.250325666666,13643.970051666667,13777.863606666668,13777.863606666668,4473773333.333333
2023-11-13,13745.959961,13805.110352,13687.780273,13767.740234,13767.740234,4349590000.0
2023-11-14,14015.370117,14124.05957,14003.139648,14094.379883,14094.379883,5332490000.0
2023-11-15,14147.269531,14194.360352,14060.700195,14103.839844,14103.839844,5063830000.0
2023-11-16,14066.879883,14130.450195,14033.790039,14113.669922,14113.669922,4545180000.0
2023-11-17,14101.44043,14154.320313,14063.929688,14125.480469,14125.480469,4408640000.0
2023-11-18,14112.54362,14206.146810333334,14087.353190333333,14178.497070333333,14178.497070333333,4459696666.666667
2023-11-19,14123.64681,14257.973307666667,14110.776692666666,14231.513671666668,14231.513671666668,4510753333.333333
2023-11-20,14134.75,14309.799805,14134.200195,14284.530273,14284.530273,4561810000.0
2023-11-21,14217.230469,14237.5,14146.30957,14199.980469,14199.980469,4128600000.0
2023-11-22,14283.820313,14359.610352,14226.629883,14265.860352,14265.860352,3855240000.0
2023-11-23,14260.930176,14314.9453125,14220.379883,14258.3549805,14258.3549805,3198540000.0
2023-11-24,14238.040039,14270.280273,14214.129883,14250.849609,14250.849609,2541840000.0
2023-11-25,14238.463216,14282.090169000001,14211.166666666666,14247.572916333334,14247.572916333334,3096520000.0
2023-11-26,14238.886392999999,14293.900065,14208.203450333334,14244.296223666666,14244.296223666666,3651200000.0
2023-11-27,14239.30957,14305.709961,14205.240234,14241.019531,14241.019531,4205880000.0
2023-11-28,14224.629883,14303.660156,14195.719727,14281.759766,14281.759766,4474400000.0
2023-11-29,14367.110352,14423.219727,14247.889648,14258.490234,14258.490234,4890220000.0
2023-11-30,14265.049805,14289.200195,14127.049805,14226.219727,14226.219727,5678070000.0
2023-12-01,14181.349609,14311.950195,14135.0,14305.030273,14305.030273,5607000000.0
